Name,Code,Sector,Industry,Price,Change%,Volume,MCap.(M)
SDRED,2224,Property,Property,0.51,0.0,0.0,217.33
TSRCAP,5042,Construction,Construction,0.225,0.0,0.0,39.25
SBH,0300,Consumer Products & Services,Agricultural Products,0.235,0.0,591.0,208.68
MITRA,9571,Construction,Construction,0.325,3.2,968.0,252.25
PRESTAR,9873,Industrial Products & Services,Metals,0.36,1.4,625.0,129.81
ORNA,5065,Industrial Products & Services,Packaging Materials,0.755,0.0,0.0,56.81
IGBCR,5299,Real Estate Investment Trusts,Real Estate Investment Trusts,0.53,-0.9,7552.0,1275.15
GENTING,3182,Consumer Products & Services,"Travel, Leisure & Hospitality",3.09,0.3,209911.0,11979.61
OBHB,0327,Consumer Products & Services,Food & Beverages,0.16,-5.9,4499.0,62.66
UNISEM,5005,Technology,Semiconductors,1.95,-2.0,11989.0,3145.5
ECOMATE,0239,Consumer Products & Services,Houshold Goods,1.03,2.0,1774.0,368.77
LAMBO,0018,Technology,Software,0.005,0.0,0.0,7.7
GLOTEC,5220,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.46,-1.1,115.0,123.8
MSTGOLF,5316,Consumer Products & Services,Retailers,0.22,7.3,1650.0,180.59
HPMT,5291,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.235,2.2,1569.0,77.19
PRKCORP,8346,Transportation & Logistics,Transportation & Logistics Services,0.39,0.0,0.0,39.0
BCB,6602,Property,Property,0.32,3.2,752.0,132.0
PGLOBAL,5331,Industrial Products & Services,Metals,0.575,0.0,53440.0,488.75
TAGHILL,0241,Construction,Construction,0.1,0.0,20619.0,155.62
DPS,7198,Property,Property,0.5,0.0,225.0,132.87
FACBIND,2984,Industrial Products & Services,Metals,1.17,0.9,15.0,99.64
GLOMAC,5020,Property,Property,0.36,1.4,2105.0,288.03
CETECH,03024,Industrial Products & Services,Industrial Services,0.505,0.0,0.0,174.79
JFTECH,0146,Technology,Technology Equipment,0.505,0.0,9514.0,468.16
RVIEW,2542,Plantation,Plantation,2.82,0.0,2.0,182.88
IBHD,4251,Property,Property,0.235,4.4,101.0,436.47
IMASPRO,7222,Industrial Products & Services,Chemicals,0.875,-0.6,322.0,70.0
TRC,5054,Construction,Construction,0.32,-1.5,800.0,153.76
OCB,5533,Consumer Products & Services,Food & Beverages,0.685,0.0,100.0,70.45
TITIJYA,5239,Property,Property,0.25,2.0,7502.0,334.61
ASIAFLE,7129,Consumer Products & Services,Consumer Services,1.55,2.6,261.0,303.77
VTC,0319,Technology,Digital Services,0.365,4.3,4498.0,143.08
SENHENG,5305,Consumer Products & Services,Retailers,0.205,2.5,4809.0,307.5
OCK,0172,Telecommunications & Media,Telecommunications Service Providers,0.415,3.7,5614.0,445.02
RGTBHD,9954,Industrial Products & Services,Chemicals,0.505,-1.0,83.0,178.01
ADVENTA,7191,Health Care,Health Care Equipment & Services,0.235,2.2,1369.0,71.81
KEN,7323,Property,Property,0.485,6.6,178.0,92.98
MSM,5202,Consumer Products & Services,Food & Beverages,1.17,-4.9,82655.0,822.49
MULPHA,3905,Consumer Products & Services,"Travel, Leisure & Hospitality",2.8,1.1,1736.0,871.3
SKYGATE,7249,Property,Property,0.705,2.9,580.0,225.29
TWL,7079,Property,Property,0.025,25.0,15488.0,156.31
GENM,4715,Consumer Products & Services,"Travel, Leisure & Hospitality",1.81,0.0,290165.0,10747.86
LUSTER,5068,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.06,0.0,122.0,181.36
ELSOFT,0090,Technology,Technology Equipment,0.33,0.0,1433.0,229.07
VARIA,5006,Construction,Construction,0.8,7.4,40.0,346.0
PASDEC,6912,Property,Property,0.28,-3.4,30.0,112.1
EFFICEN,0064,Industrial Products & Services,Industrial Services,0.18,-2.7,261.0,166.76
HPPHB,0228,Industrial Products & Services,Packaging Materials,0.39,-1.3,414.0,151.54
RADIUM,5313,Property,Property,0.49,-1.0,1132.0,1699.32
STRAITS,0080,Transportation & Logistics,Transportation & Logistics Services,0.095,0.0,47632.0,94.47
NE,0325,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.335,-1.5,20724.0,247.9
CRESBLD,8591,Construction,Construction,0.57,0.0,510.0,100.85
HARTA,5168,Health Care,Health Care Equipment & Services,2.17,0.0,89427.0,7437.91
TRIMODE,0199,Transportation & Logistics,Transportation & Logistics Services,0.225,-4.3,60.0,37.35
MASTEEL,5098,Industrial Products & Services,Metals,0.24,0.0,14058.0,166.23
VINVEST,0069,Technology,Software,0.05,-9.1,6728.0,48.46
CAMRES,7128,Consumer Products & Services,Houshold Goods,0.3,13.2,51.0,59.04
TCS,0221,Construction,Construction,0.135,0.0,1750.0,81.08
TWRREIT,5111,Real Estate Investment Trusts,Real Estate Investment Trusts,0.29,0.0,0.0,142.35
RKI,7006,Consumer Products & Services,Houshold Goods,1.2,2.6,280.0,234.83
TDM,2054,Plantation,Plantation,0.19,0.0,4998.0,327.35
MATANG,0189,Plantation,Plantation,0.075,0.0,5470.0,179.19
OCR,7071,Construction,Construction,0.03,0.0,85647.0,100.23
BINACOM,0195,Telecommunications & Media,Telecommunications Service Providers,0.16,0.0,6781.0,68.34
MINHO,5576,Industrial Products & Services,Wood & Wood Products,0.29,3.6,7674.0,103.45
TMCLIFE,0101,Health Care,Health Care Providers,0.425,0.0,1030.0,740.3
MELEWAR,3778,Industrial Products & Services,Metals,0.17,0.0,280.0,61.11
UEMS,5148,Property,Property,0.845,3.0,49919.0,4274.41
HUAYANG,5062,Property,Property,0.21,-8.7,2069.0,92.4
CGB,8052,Industrial Products & Services,Packaging Materials,0.88,-1.1,84102.0,674.49
HEXZA,3298,Industrial Products & Services,Chemicals,0.88,-1.1,633.0,176.33
SCIB,9237,Industrial Products & Services,Building Materials,0.175,2.9,5841.0,122.37
MRCB,1651,Property,Property,0.42,1.2,110194.0,1876.35
METRO,0329,Health Care,Health Care Providers,0.2,0.0,545.0,195.78
LIONPSIM,8486,Industrial Products & Services,Industrial Services,0.32,4.9,6.0,74.1
HUBLINE,7013,Transportation & Logistics,Transportation & Logistics Services,0.05,11.1,6131.0,214.5
ENGTEX,5056,Industrial Products & Services,Metals,0.435,-8.4,11205.0,345.52
LEONFB,5232,Industrial Products & Services,Metals,0.42,3.7,120.0,143.22
GADANG,9261,Construction,Construction,0.28,0.0,3385.0,224.24
NADIBHD,0206,Construction,Construction,0.275,0.0,233.0,207.08
KRONO,0176,Technology,Digital Services,0.21,2.4,1092.0,186.99
ASIABRN,7722,Consumer Products & Services,Personal Goods,0.55,0.0,0.0,127.96
LEFORM,0266,Industrial Products & Services,Metals,0.135,8.0,9699.0,199.94
OWG,5260,Consumer Products & Services,"Travel, Leisure & Hospitality",0.23,-4.2,2757.0,105.54
ECM,2143,Financial Services,Other Financials,0.19,11.8,2500.0,94.11
KHB,0322,Industrial Products & Services,Auto Parts,0.105,5.0,4676.0,42.25
TNLOGIS,8397,Transportation & Logistics,Transportation & Logistics Services,0.69,-1.4,20.0,364.2
ARBB,7181,Technology,Software,0.035,16.7,15311.0,43.74
MKLAND,8893,Property,Property,0.15,3.4,3458.0,181.09
ALSREIT,5269,Real Estate Investment Trusts,Real Estate Investment Trusts,0.39,-4.9,6.0,226.2
BERTAM,9814,Property,Property,0.165,-5.7,3113.0,79.83
MAYBULK,5077,Transportation & Logistics,Transportation & Logistics Services,0.335,1.5,18198.0,335.0
PETRONM,3042,Energy,Oil & Gas Producers,3.56,0.8,299.0,961.2
HEXRTL,7202,Consumer Products & Services,Houshold Goods,0.485,2.1,3061.0,239.2
MUIPROP,3913,Property,Property,0.305,0.0,3186.0,233.04
SCC,0158,Consumer Products & Services,Consumer Services,0.205,-2.4,250.0,28.94
SCB,0316,Consumer Products & Services,Food & Beverages,0.135,0.0,778.0,35.91
TURBO,5167,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.5,0.0,0.0,54.0
S&FCAP,8745,Industrial Products & Services,Wood & Wood Products,0.085,0.0,6861.0,51.46
KHIND,7062,Consumer Products & Services,Houshold Goods,2.0,0.0,0.0,84.08
SYCAL,9717,Construction,Construction,0.155,-11.4,3472.0,64.53
AMLEX,03011,Technology,Semiconductors,0.2,0.0,0.0,53.62
L&G,3174,Property,Property,0.105,5.0,19716.0,312.18
LSTEEL,9881,Industrial Products & Services,Metals,0.36,0.0,0.0,57.93
UPA,7757,Consumer Products & Services,Consumer Services,0.75,5.6,30.0,179.06
CHINWEL,5007,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.88,1.1,192.0,263.59
ZANTAT,0301,Industrial Products & Services,Chemicals,0.28,-3.4,1960.0,79.73
ARREIT,5127,Real Estate Investment Trusts,Real Estate Investment Trusts,0.39,2.6,6732.0,223.56
DFCITY,5165,Industrial Products & Services,Building Materials,0.25,0.0,0.0,26.4
CYL,7157,Industrial Products & Services,Packaging Materials,0.385,0.0,0.0,38.5
EMETALL,7217,Industrial Products & Services,Metals,0.285,0.0,1921.0,87.72
WANGZNG,7203,Consumer Products & Services,Houshold Goods,0.535,8.1,1538.0,85.76
ENCORP,6076,Property,Property,0.175,6.1,760.0,55.42
BDB,6173,Property,Property,0.24,-2.0,1175.0,72.93
WAJA,0102,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.05,-16.7,7265.0,55.76
ICAP,5108,Closed-End Fund,Closed End Fund,2.56,0.0,80.0,361.05
MIECO,5001,Industrial Products & Services,Wood & Wood Products,0.69,0.0,50.0,690.0
SUBUR,6904,Industrial Products & Services,Wood & Wood Products,0.715,0.0,0.0,149.43
SNOWFIT,03054,Consumer Products & Services,Houshold Goods,0.2,0.0,0.0,42.22
YEWLEE,0248,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.69,0.7,73517.0,374.9
CHHB,5738,Property,Property,0.18,-5.3,103.0,58.64
TONGHER,5010,Industrial Products & Services,Metals,1.45,-3.3,211.0,228.27
DRBHCOM,1619,Consumer Products & Services,Automotive,0.69,2.2,15698.0,1333.93
DUTALND,3948,Plantation,Plantation,0.28,-1.8,20.0,236.91
LEBTECH,9628,Construction,Construction,0.78,0.0,1.0,106.46
SEACERA,7073,Industrial Products & Services,Building Materials,0.175,0.0,320.0,108.88
EVERGRN,5101,Industrial Products & Services,Wood & Wood Products,0.22,-2.2,4014.0,186.21
K1,0111,Technology,Technology Equipment,0.135,8.0,8699.0,112.32
HEXCAP,0035,Telecommunications & Media,Telecommunications Equipment,0.3,1.7,1536.0,134.09
LOTUS,8303,Consumer Products & Services,Food & Beverages,0.11,4.8,3834.0,141.16
TUNEPRO,5230,Financial Services,Insurance,0.29,0.0,2232.0,218.56
Y&G,7003,Property,Property,0.45,-8.2,3.0,98.32
ABLEGRP,7086,Industrial Products & Services,Building Materials,0.08,-5.9,3.0,21.11
TOPGLOV,7113,Health Care,Health Care Equipment & Services,0.89,2.9,181026.0,7313.66
LSH,0351,,,0.88,0.0,0.0,0.0
SALIRAN,0346,,,0.27,0.0,0.0,0.0
DIN045801028,0400GB,Bond Islamic,Islamic GG,102.5,0.0,0.0,102.5
DENGKIL,0347,,,0.25,0.0,0.0,0.0
OMH,5298,Industrial Products & Services,Metals,0.94,6.8,80.0,694.31
ALLIANZ-PA,1163PA,Financial Services,Insurance,18.54,0.0,0.0,3089.42
CLITE,0348,,,0.25,0.0,0.0,0.0
EQ8WAQF,0839EA,ETF-Equity,Equity Fund,0.955,0.0,0.0,1.43
FBMKLCI-EA,0820EA,ETF-Equity,Equity Fund,1.695,-0.3,103.0,5.67
MCOM,03022,Technology,Digital Services,0.2,0.0,0.0,39.15
CAPITALA,5099,Consumer Products & Services,"Travel, Leisure & Hospitality",0.81,2.5,117611.0,3509.85
IREKA,8834,Construction,Construction,0.375,5.6,94.0,85.42
ZENTECH,0094,Technology,Software,0.01,100.0,27026.0,31.37
GPP,03029,Industrial Products & Services,Industrial Services,0.28,0.0,0.0,43.43
JAGAAPP,03002,Technology,Digital Services,0.05,0.0,0.0,5.25
CARZO,03048,Consumer Products & Services,Food & Beverages,0.4,0.0,0.0,38.17
SAPNRG,5218,Energy,"Energy, Infrastructure, Equipment & Services",0.035,16.7,117678.0,643.16
ZELAN,2283,Construction,Construction,0.05,11.1,14975.0,42.25
SCABLE,5170,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.085,0.0,11353.0,33.91
ALAM,5115,Energy,"Energy, Infrastructure, Equipment & Services",0.03,0.0,33544.0,45.95
PHARMA,7081,Health Care,Pharmaceuticals,0.22,-2.2,15923.0,317.07
KHEESAN,6203,Consumer Products & Services,Food & Beverages,0.24,-4.0,1462.0,32.95
ABFMY1,0800EA,ETF-Bond,Bond Fund,1.2,0.0,1.0,1749.51
HM,0060,Technology,Technology Equipment,0.135,3.8,40518.0,221.55
KANGER,0170,Consumer Products & Services,Houshold Goods,0.04,14.3,8899.0,35.36
OCNCASH,0049,Consumer Products & Services,Personal Goods,0.355,-2.7,43369.0,92.58
GBGAQRS,5226,Construction,Construction,0.195,2.6,4037.0,106.07
PBSB,5231,Consumer Products & Services,Consumer Services,0.18,5.9,70.0,109.46
TIMWELL,7854,Industrial Products & Services,Wood & Wood Products,0.42,0.0,0.0,37.4
NTPM,5066,Consumer Products & Services,Houshold Goods,0.27,0.0,1110.0,303.26
GDEX,0078,Transportation & Logistics,Transportation & Logistics Services,0.185,2.8,11512.0,1043.66
TASHIN,0211,Industrial Products & Services,Metals,0.3,0.0,0.0,104.7
SBCCORP,5207,Property,Property,0.315,-6.0,461.0,81.31
GBAY,9148,Industrial Products & Services,Packaging Materials,0.6,0.0,2000.0,48.81
MAA,1198,Financial Services,Insurance,0.2,0.0,2420.0,52.75
SINKUNG,0305,Transportation & Logistics,Transportation & Logistics Services,0.125,4.2,4207.0,150.0
IQGROUP,5107,Consumer Products & Services,Houshold Goods,0.58,0.0,0.0,51.06
MMSV,0113,Technology,Technology Equipment,0.34,0.0,481.0,70.53
CHINAETF-USD,0829EB,ETF-Equity,Equity Fund,1.215,0.0,0.0,0.07
UNIWALL,03017,Construction,Construction,0.49,0.0,0.0,358.39
FSBM,9377,Technology,Technology Equipment,0.21,2.4,70023.0,107.75
XIN,7043,Industrial Products & Services,Building Materials,0.25,6.4,674.0,125.47
AWANTEC,5204,Technology,Digital Services,0.295,0.0,2225.0,233.05
CLASSITA,7154,Consumer Products & Services,Personal Goods,0.065,8.3,83674.0,80.13
CANONE,5105,Industrial Products & Services,Packaging Materials,2.25,1.4,820.0,432.34
INCKEN,2607,Plantation,Plantation,0.385,-1.3,39.0,161.99
SEAL,4286,Property,Property,0.765,0.0,3161.0,321.53
HEVEA,5095,Industrial Products & Services,Wood & Wood Products,0.215,-2.3,5820.0,122.07
OVERSEA,0153,Consumer Products & Services,"Travel, Leisure & Hospitality",0.045,12.5,14151.0,102.59
AYS,5021,Industrial Products & Services,Building Materials,0.25,4.2,853.0,104.61
FIHB,8605,Consumer Products & Services,Houshold Goods,0.29,0.0,0.0,42.04
AGRICOR,0309,Consumer Products & Services,Food & Beverages,0.41,0.0,0.0,83.15
EKSONS,9016,Industrial Products & Services,Wood & Wood Products,0.51,0.0,0.0,83.75
ROHAS,9741,Industrial Products & Services,Industrial Engineering,0.225,0.0,220.0,106.35
SYMLIFE,1538,Property,Property,0.225,0.0,0.0,161.2
KESM,9334,Technology,Semiconductors,3.13,2.6,177.0,134.64
LANDMRK,1643,Consumer Products & Services,"Travel, Leisure & Hospitality",0.135,3.8,819.0,90.65
PAOS,5022,Consumer Products & Services,Houshold Goods,0.31,0.0,51.0,56.16
CWG,9423,Consumer Products & Services,Consumer Services,0.19,0.0,0.0,49.85
CJCEN,7117,Transportation & Logistics,Transportation & Logistics Services,0.19,0.0,0.0,112.9
ALCOM,2674,Industrial Products & Services,Metals,0.665,-0.7,230.0,89.33
PARAGON,9407,Consumer Products & Services,Houshold Goods,2.26,0.0,940.0,228.53
BJASSET,3239,Property,Property,0.28,7.7,1719.0,716.32
WOODLAN,7025,Industrial Products & Services,Wood & Wood Products,0.595,-0.8,1.0,23.8
WTHORSE,5009,Industrial Products & Services,Building Materials,0.735,0.7,50.0,176.4
MENTIGA,5223,Plantation,Plantation,0.42,0.0,13.0,29.4
CHUAN,7016,Industrial Products & Services,Building Materials,0.3,-20.0,761.0,50.6
BSLCORP,7221,Industrial Products & Services,Metals,0.025,25.0,3628.0,48.32
AASIA,7054,Plantation,Plantation,0.09,-5.3,218.0,62.31
HPI,03060,Industrial Products & Services,Building Materials,0.31,0.0,0.0,40.88
BJLAND,4219,Consumer Products & Services,"Travel, Leisure & Hospitality",0.295,0.0,5111.0,1475.1
PGB,0091,Energy,"Energy, Infrastructure, Equipment & Services",0.09,-10.0,2.0,65.0
FITTERS,9318,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.03,0.0,10699.0,70.62
SG,5157,Consumer Products & Services,Food & Beverages,0.015,0.0,9025.0,23.43
SWSCAP,7186,Consumer Products & Services,Houshold Goods,0.19,0.0,703.0,57.43
OPPSTAR,0275,Technology,Semiconductors,0.405,1.2,20684.0,259.46
EMICO,9091,Consumer Products & Services,Consumer Services,0.215,-2.3,100.0,28.38
ASDION,0068,Technology,Software,0.025,0.0,1800.0,12.77
HEXCARE,7803,Health Care,Health Care Equipment & Services,0.14,3.7,8783.0,167.07
IWCITY,1589,Property,Property,0.37,0.0,32984.0,340.82
HWGB,9601,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.23,2.2,7358.0,47.28
SCGM,7247,Industrial Products & Services,Packaging Materials,0.56,0.0,900.0,108.42
EWINT,5283,Property,Property,0.245,0.0,4647.0,588.0
DNEX,4456,Technology,Digital Services,0.26,6.1,177448.0,902.71
MJPERAK,8141,Property,Property,0.105,-4.5,2200.0,29.86
WATTA,7226,Industrial Products & Services,Auto Parts,0.38,0.0,0.0,32.1
UNITRAD,0247,Industrial Products & Services,Building Materials,0.205,7.9,9941.0,334.3
SSTEEL,5665,Industrial Products & Services,Metals,0.345,-1.4,6657.0,517.88
PERTAMA,8532,Consumer Products & Services,Personal Goods,0.095,0.0,1560.0,41.63
REKATECH,0081,Industrial Products & Services,Industrial Services,0.04,0.0,0.0,23.68
HBGLOB,5187,Consumer Products & Services,Food & Beverages,0.07,0.0,8246.0,54.74
FINTEC,0150,Financial Services,Other Financials,0.165,3.1,2751.0,33.82
NHB,5614,Energy,Renewable Energy,0.45,0.0,0.0,87.76
MSNIAGA,5011,Technology,Digital Services,1.42,0.0,0.0,85.77
CNH,5104,Consumer Products & Services,Consumer Services,0.045,0.0,130.0,32.4
ESCERAM,0100,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.105,0.0,4982.0,74.25
ECONBHD,5253,Construction,Construction,0.32,3.2,24193.0,453.6
GLBHD,7382,Plantation,Plantation,0.28,0.0,0.0,62.42
LIENHOE,3573,Property,Property,0.24,0.0,0.0,86.82
YNHPROP,3158,Property,Property,0.44,2.3,14525.0,232.76
CBIP,7076,Industrial Products & Services,"Industrial Materials, Components & Equipment",1.11,0.9,819.0,547.51
SMI,4375,Property,Property,0.37,-1.3,300.0,77.68
SUPERMX,7106,Health Care,Health Care Equipment & Services,0.775,2.6,67313.0,2530.16
MPAY,0156,Technology,Software,0.075,-6.2,4560.0,77.41
PLS,9695,Plantation,Plantation,0.445,0.0,55.0,195.63
PARKWD,2682,Property,Property,0.12,0.0,0.0,33.84
ASTEEL,7020,Industrial Products & Services,Metals,0.065,8.3,6521.0,31.52
TOPVISN,0332,Health Care,Health Care Providers,0.21,5.0,2102.0,65.06
XDL,5156,Consumer Products & Services,Personal Goods,0.01,0.0,150.0,21.16
PHB,4464,Property,Property,0.01,100.0,87173.0,108.21
CFM,8044,Industrial Products & Services,Industrial Services,0.095,5.6,5904.0,29.23
OLYMPIA,3018,Consumer Products & Services,"Travel, Leisure & Hospitality",0.055,0.0,60.0,56.29
RENEUCO,7130,Energy,Renewable Energy,0.045,0.0,2187.0,51.41
GREENYB,0136,Consumer Products & Services,Agricultural Products,0.2,2.6,126.0,108.46
KHJB,0210,Consumer Products & Services,Retailers,0.13,8.3,1121.0,49.4
MUDA,3883,Industrial Products & Services,Packaging Materials,1.02,0.0,310.0,311.15
CHOOBEE,5797,Industrial Products & Services,Metals,0.6,0.0,834.0,118.52
AVI,8885,Consumer Products & Services,"Travel, Leisure & Hospitality",0.03,-14.3,14047.0,34.0
BORNOIL,7036,Industrial Products & Services,Industrial Services,0.01,0.0,15466.0,134.92
TRIVE,0118,Energy,Renewable Energy,0.03,-14.3,478.0,37.91
SEEHUP,7053,Transportation & Logistics,Transportation & Logistics Services,0.8,2.6,571.0,64.34
TROP,5401,Property,Property,1.15,0.0,3771.0,2891.38
GUH,3247,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.315,5.0,1356.0,88.85
FARLIM,6041,Property,Property,0.21,5.0,212.0,35.36
FOCUS,0116,Consumer Products & Services,"Travel, Leisure & Hospitality",0.015,0.0,3395.0,95.58
KAMDAR,8672,Consumer Products & Services,Retailers,0.21,10.5,114.0,41.58
PINEPAC,1902,Plantation,Plantation,0.23,-8.0,85.0,34.45
PJBUMI,7163,Industrial Products & Services,Industrial Services,0.9,0.6,28.0,73.8
CME,7018,Industrial Products & Services,Industrial Services,0.01,0.0,0.0,12.09
WIDAD,0162,Construction,Construction,0.035,0.0,2144.0,109.24
EIG,5081,Consumer Products & Services,Personal Goods,0.235,0.0,0.0,55.74
SYSTECH,0050,Technology,Software,0.24,2.1,576.0,154.68
PEB,5622,Construction,Construction,0.88,0.0,0.0,60.83
MMM,0159,Telecommunications & Media,Media,0.07,0.0,0.0,21.79
WARISAN,5016,Consumer Products & Services,"Travel, Leisure & Hospitality",0.95,0.0,0.0,63.84
WTK,4243,Industrial Products & Services,Wood & Wood Products,0.425,-1.2,2448.0,204.57
SERNKOU,7180,Consumer Products & Services,Houshold Goods,0.82,1.9,2429.0,884.04
MILUX,7935,Consumer Products & Services,Houshold Goods,0.49,0.0,0.0,115.18
NIHSIN,7215,Consumer Products & Services,Houshold Goods,0.095,0.0,5146.0,54.44
RALCO,7498,Industrial Products & Services,Chemicals,0.7,0.0,0.0,35.56
EKOVEST,8877,Construction,Construction,0.275,1.9,112485.0,815.49
XINHWA,5267,Transportation & Logistics,Transportation & Logistics Services,0.16,-3.0,231.0,40.91
ESAFE,0190,Industrial Products & Services,Auto Parts,0.15,3.4,14.0,36.09
SAPRES,4596,Property,Property,0.21,0.0,0.0,54.44
PERMAJU,7080,Consumer Products & Services,Automotive,0.03,0.0,6450.0,58.69
VSOLAR,0066,Technology,Software,0.05,0.0,601.0,24.86
COMFORT,2127,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.345,1.5,678.0,201.12
IVORY,5175,Property,Property,0.04,14.3,44.0,19.6
AXTERIA,7120,Property,Property,0.105,0.0,2760.0,82.8
AXJ-REITSETF,0837EA,ETF-Equity,Equity Fund,0.629,0.8,4.0,3.81
DIGISTA,0029,Technology,Digital Services,0.05,0.0,3267.0,31.01
BCMALL,0187,Industrial Products & Services,Industrial Services,0.01,0.0,1772.0,20.34
NEXGRAM,0096,Telecommunications & Media,Telecommunications Equipment,0.015,0.0,1566.0,13.33
ENGKAH,7149,Consumer Products & Services,Houshold Goods,0.24,0.0,125.0,29.64
JHM,0127,Technology,Semiconductors,0.385,4.1,2678.0,233.31
SANICHI,0133,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.11,-4.3,4550.0,18.07
DNONCE,7114,Industrial Products & Services,Packaging Materials,0.03,-25.0,108534.0,26.05
PARKSON,5657,Consumer Products & Services,Retailers,0.165,6.5,24889.0,189.57
CHEETAH,7209,Consumer Products & Services,Personal Goods,0.12,0.0,659.0,58.35
TCHONG,4405,Consumer Products & Services,Automotive,0.33,3.1,235.0,221.76
MNC,0103,Telecommunications & Media,Telecommunications Equipment,0.085,30.8,50.0,20.21
GKENT,3204,Construction,Construction,0.35,-1.4,1070.0,197.14
PERSTIM,5436,Industrial Products & Services,Metals,2.05,0.0,3.0,264.65
COMPUGT,5037,Industrial Products & Services,Industrial Services,0.015,0.0,204997.0,90.76
CYPARK,5184,Energy,Renewable Energy,0.76,0.7,57795.0,625.35
LIONIND,4235,Industrial Products & Services,Metals,0.18,2.9,3704.0,129.22
SOLUTN,0093,Technology,Digital Services,0.1,-4.8,2121.0,48.6
PICORP,7201,Industrial Products & Services,Industrial Services,0.05,0.0,0.0,32.9
MEDIAC,5090,Telecommunications & Media,Media,0.115,0.0,11820.0,190.29
TECHBASE,8966,Consumer Products & Services,Personal Goods,0.11,0.0,1867.0,33.13
MLAB,0085,Technology,Technology Equipment,0.075,7.1,1488.0,21.68
JOHAN,3441,Financial Services,Other Financials,0.03,0.0,14732.0,35.04
CHINAETF-MYR,0829EA,ETF-Equity,Equity Fund,5.38,2.5,71.0,64.77
AFUJIYA,5198,Industrial Products & Services,Auto Parts,0.3,0.0,0.0,54.0
ASIAPLY,0105,Industrial Products & Services,Chemicals,0.14,0.0,89453.0,147.61
CAREPLS,0163,Health Care,Health Care Equipment & Services,0.18,2.9,32396.0,137.49
VANZO,0333,Consumer Products & Services,Personal Goods,0.165,6.5,42012.0,77.01
EQ8SID,0825EA,ETF-Equity,Equity Fund,0.7,0.0,0.0,41.3
MBN,0280,Consumer Products & Services,Consumer Services,0.11,-4.3,480.0,42.46
N2N,0108,Technology,Software,0.42,2.4,12694.0,234.45
CEB,5311,Industrial Products & Services,Diversified Industrials,0.275,10.0,185220.0,272.8
BTM,7188,Industrial Products & Services,Wood & Wood Products,0.045,0.0,1550.0,56.54
WILLOW,0008,Technology,Software,0.275,1.9,2333.0,136.4
ITRONIC,9393,Technology,Technology Equipment,0.035,0.0,709.0,24.77
REACH,5256,Energy,Oil & Gas Producers,0.015,0.0,570.0,31.93
XOX,0165,Telecommunications & Media,Telecommunications Service Providers,0.51,3.0,50673.0,94.58
KIMHIN,5371,Industrial Products & Services,Building Materials,0.44,0.0,0.0,68.47
JSB,5673,Industrial Products & Services,Industrial Services,0.43,4.9,7722.0,191.33
PUNCAK,6807,Construction,Construction,0.18,5.9,476.0,80.87
FLBHD,5197,Industrial Products & Services,Wood & Wood Products,0.325,0.0,150.0,74.89
PENSONI,9997,Consumer Products & Services,Houshold Goods,0.46,0.0,0.0,72.4
BOXPAK,6297,Industrial Products & Services,Packaging Materials,0.495,0.0,0.0,59.42
SMILE,03023,Health Care,Health Care Providers,0.13,0.0,0.0,32.79
TAWIN,7097,Industrial Products & Services,Metals,0.025,0.0,42281.0,91.79
MQTECH,0070,Technology,Semiconductors,0.075,0.0,4332.0,15.49
REVENUE,0200,Technology,Digital Services,0.09,0.0,8400.0,54.46
LCTITAN,5284,Industrial Products & Services,Chemicals,0.395,0.0,9248.0,913.38
AIZO,7219,Industrial Products & Services,Building Materials,0.095,0.0,42310.0,184.34
NICE,7139,Consumer Products & Services,Personal Goods,0.135,0.0,3120.0,200.33
NP,03045,Technology,Digital Services,0.275,0.0,0.0,110.0
ARKA,7218,Transportation & Logistics,Transportation & Logistics Services,1.66,-1.8,20.0,108.73
VIS,0120,Technology,Semiconductors,0.25,4.2,318.0,65.7
ADVCON,5281,Construction,Construction,0.24,0.0,39080.0,140.34
GCE,5592,Consumer Products & Services,"Travel, Leisure & Hospitality",0.37,0.0,33.0,72.89
IHB,7240,Construction,Construction,0.07,-33.3,18785.0,29.3
EAH,0154,Technology,Digital Services,0.005,0.0,33113.0,32.26
AEMULUS,0181,Technology,Technology Equipment,0.22,-2.2,9378.0,147.79
NOVAMSC,0026,Technology,Software,0.075,7.1,47268.0,121.34
QUALITY,7544,Industrial Products & Services,Building Materials,0.98,0.0,0.0,56.8
YBS,0025,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.39,-4.9,42107.0,116.09
