Name,Code,Sector,Industry,Price,Change%,Volume,MCap.(M)
ECA,0267,Technology,Technology Equipment,0.175,2.9,17454.0,101.33
PLB,7055,Property,Property,1.0,0.0,0.0,112.4
HONGSENG,0041,Technology,Software,0.005,-50.0,9931.0,25.55
JOE,7096,Industrial Products & Services,Auto Parts,0.08,0.0,320.0,24.47
PASUKGB,0177,Industrial Products & Services,Industrial Engineering,0.13,4.0,2071.0,24.77
NYLEX,4944,Industrial Products & Services,Chemicals,0.24,0.0,0.0,46.64
GCAP,7676,Transportation & Logistics,Transportation & Logistics Services,0.265,0.0,11737.0,86.89
YB,5048,Industrial Products & Services,Building Materials,0.12,0.0,1130.0,35.05
SEDANIA,0178,Consumer Products & Services,Consumer Services,0.1,-4.8,5226.0,36.54
ASB,1481,Consumer Products & Services,"Travel, Leisure & Hospitality",0.075,0.0,22295.0,189.69
AURO,5025,Industrial Products & Services,Wood & Wood Products,0.135,-3.6,26249.0,85.95
SMCAP,9776,Consumer Products & Services,Agricultural Products,0.04,0.0,0.0,17.36
CEPCO,8435,Industrial Products & Services,Building Materials,1.17,-0.8,3.0,87.31
WONG,7050,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.205,0.0,1895.0,51.69
PINEAPP,0006,Technology,Digital Services,0.615,0.0,0.0,29.83
KLCI2XL,0834EA,,,1.965,0.0,0.0,1.97
P&O,6009,Financial Services,Insurance,0.625,-0.8,331.0,185.09
WCEHB,3565,Construction,Construction,0.73,1.4,7971.0,2409.23
SCNWOLF,7239,Industrial Products & Services,Building Materials,0.54,0.0,6452.0,114.2
ANCOMLB,0048,Transportation & Logistics,Transportation & Logistics Services,0.105,10.5,2732.0,49.7
EQ8MID,0824EA,ETF-Equity,Equity Fund,1.15,0.0,7.0,22.88
MTRONIC,0043,Industrial Products & Services,Industrial Services,0.01,-33.3,392.0,15.31
GPHAROS,5649,Industrial Products & Services,Wood & Wood Products,0.195,-4.9,1786.0,27.45
PNEPCB,6637,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.045,0.0,1003.0,25.23
XOXNET,0140,Consumer Products & Services,Consumer Services,0.02,-20.0,400.0,22.71
YLI,7014,Industrial Products & Services,Metals,0.35,-2.8,20.0,39.53
MTOUCHE,0092,Telecommunications & Media,Telecommunications Service Providers,0.04,14.3,40001.0,37.07
INNITY,0147,Telecommunications & Media,Media,0.38,0.0,0.0,52.97
MERCURY,8192,Construction,Construction,0.945,0.0,0.0,60.76
MGRC,0155,Health Care,Health Care Equipment & Services,0.255,-7.3,142.0,34.99
HEXTECH,5136,Transportation & Logistics,Transportation & Logistics Services,1.2,0.0,6987.0,2470.06
SCOPE,0028,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.07,0.0,4553.0,80.83
SAFETY,03056,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.19,0.0,0.0,60.65
TOMYPAK,7285,Industrial Products & Services,Packaging Materials,0.27,0.0,200.0,116.4
GOCEAN,0074,Consumer Products & Services,Food & Beverages,0.19,0.0,152230.0,40.12
EURO,7208,Consumer Products & Services,Consumer Services,0.05,0.0,7410.0,66.4
AHB,7315,Consumer Products & Services,Consumer Services,0.035,0.0,7040.0,26.04
MMAG,0034,Technology,Digital Services,0.505,-1.0,9813.0,1166.4
CNASIA,7986,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.065,18.2,6005.0,17.5
EDUSPEC,0107,Technology,Software,0.13,0.0,3699.0,172.49
SCBUILD,0109,Construction,Construction,0.01,100.0,369.0,40.92
ANNJOO,6556,Industrial Products & Services,Metals,0.69,3.0,6761.0,496.06
ATAIMS,8176,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.265,0.0,15713.0,319.16
LKL,0182,Health Care,Health Care Equipment & Services,0.085,0.0,0.0,32.98
DATAPRP,8338,Technology,Digital Services,0.13,0.0,1185.0,98.24
MUIIND,3891,Consumer Products & Services,"Travel, Leisure & Hospitality",0.06,-7.7,49863.0,193.55
HLT,0188,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.08,0.0,3749.0,67.1
THETA,9075,Technology,Digital Services,1.07,4.9,1987.0,126.23
NETX,0020,Technology,Software,0.075,15.4,2581.0,70.35
ONEGLOVE,5079,Consumer Products & Services,"Travel, Leisure & Hospitality",0.225,0.0,11780.0,122.78
THRIVEN,7889,Property,Property,0.12,0.0,468.0,65.63
AIM,0122,Industrial Products & Services,Industrial Services,0.06,-14.3,10.0,23.41
HENGYUAN,4324,Energy,Oil & Gas Producers,1.78,2.9,924.0,534.0
MAXLAND,7123,Industrial Products & Services,Wood & Wood Products,0.05,11.1,50.0,80.18
EQ8MY25,0821EA,ETF-Equity,Equity Fund,0.95,-1.0,3.0,128.34
1TECH,03041,Technology,Software,0.2,0.0,0.0,15.39
SEERS,03009,Consumer Products & Services,Houshold Goods,0.1,0.0,0.0,25.76
FAST,0084,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.055,0.0,1615.0,23.68
PARLO,0022,Consumer Products & Services,"Travel, Leisure & Hospitality",0.035,0.0,500.0,21.04
EXSIMHB,1287,Consumer Products & Services,"Travel, Leisure & Hospitality",0.37,0.0,13328.0,343.68
MPIRE,7943,Consumer Products & Services,Houshold Goods,0.09,5.9,19889.0,13.48
CHINA100-MYR,0838EA,ETF-Equity,Equity Fund,1.13,0.0,416.0,32.77
KNM,7164,Energy,Other Energy Resources,0.05,0.0,21145.0,202.3
AEM,7146,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.055,0.0,0.0,11.9
TOYOVEN,7173,Industrial Products & Services,Chemicals,0.28,-1.8,4590.0,46.45
BJFOOD,5196,Consumer Products & Services,"Travel, Leisure & Hospitality",0.32,-1.5,18230.0,623.24
BVLH,03042,Construction,Construction,0.19,0.0,0.0,25.76
ARTRONIQ,0038,Industrial Products & Services,Chemicals,0.075,0.0,8021.0,32.85
JIANKUN,8923,Property,Property,0.045,0.0,183747.0,24.22
PAM-C50,0823EA,ETF-Equity,Equity Fund,1.4,-3.4,1.0,6.37
CNOUHUA,5188,Consumer Products & Services,Food & Beverages,0.04,0.0,134.0,26.72
KOMARK,7017,Industrial Products & Services,Packaging Materials,0.085,0.0,0.0,19.63
VIZIONE,7070,Construction,Construction,0.1,5.3,229.0,55.25
BIOHLDG,0179,Consumer Products & Services,Food & Beverages,0.045,-10.0,23963.0,63.29
MAGMA,7243,Consumer Products & Services,Food & Beverages,0.215,2.4,1308.0,250.5
TECHNAX,2739,Energy,Other Energy Resources,0.075,0.0,64.0,18.31
PESTECH,5219,Industrial Products & Services,Industrial Engineering,0.165,0.0,7030.0,383.72
DCHCARE,0283,Health Care,Health Care Providers,0.13,0.0,2080.0,129.52
GPACKET,0082,Telecommunications & Media,Telecommunications Service Providers,0.03,0.0,6416.0,69.02
SMTRACK,0169,Technology,Technology Equipment,0.01,0.0,29619.0,13.21
G3,7184,Consumer Products & Services,Personal Goods,0.01,-33.3,572187.0,37.74
EIB,0255,Industrial Products & Services,Industrial Engineering,0.21,16.7,1211.0,78.54
PUC,0007,Telecommunications & Media,Media,0.035,-12.5,3600.0,97.27
ICONIC,9113,Consumer Products & Services,"Travel, Leisure & Hospitality",0.085,0.0,12040.0,143.4
JADI,7223,Consumer Products & Services,Consumer Services,0.02,0.0,2101.0,27.99
EVD,0174,Technology,Software,0.07,0.0,0.0,31.16
PMCORP,4081,Consumer Products & Services,"Travel, Leisure & Hospitality",0.12,0.0,150.0,106.14
ENRA,8613,Energy,"Energy, Infrastructure, Equipment & Services",0.62,4.2,4.0,92.81
ERDASAN,0072,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.085,0.0,2241.0,19.45
GIIB,7192,Industrial Products & Services,Auto Parts,0.06,0.0,3700.0,39.03
KEYASIC,0143,Technology,Semiconductors,0.04,14.3,17262.0,55.99
TDEX,0132,Technology,Software,0.05,0.0,0.0,44.29
LYC,0075,Health Care,Health Care Providers,0.07,-6.7,3041.0,50.05
TFP,0145,Technology,Digital Services,0.03,0.0,0.0,18.87
POS,4634,Transportation & Logistics,Transportation & Logistics Services,0.185,2.8,7131.0,144.81
AORB,03051,Consumer Products & Services,Agricultural Products,3.35,0.0,0.0,335.0
TALAMT,2259,Property,Property,0.115,0.0,1546.0,108.66
SALUTE,0183,Consumer Products & Services,Personal Goods,0.19,2.7,12350.0,81.03
PRG,7168,Consumer Products & Services,Personal Goods,0.085,6.3,2977.0,41.46
DESTINI,7212,Industrial Products & Services,Industrial Engineering,0.305,0.0,586.0,152.21
MERIDIAN,5040,Property,Property,0.04,0.0,0.0,9.14
RSENA,5270,SPAC,Special Purpose Acquisition Company,0.505,0.0,0.0,505.0
MICROLN,0126,Technology,Digital Services,0.165,22.2,20995.0,176.95
HOHUP,5169,Construction,Construction,0.1,17.6,23471.0,51.83
APB,5568,Industrial Products & Services,Industrial Engineering,0.2,2.6,1154.0,24.83
ECOHLDS,0059,Telecommunications & Media,Telecommunications Service Providers,0.03,20.0,1.0,12.62
GOINNO,03028,Industrial Products & Services,Metals,0.03,0.0,0.0,9.0
SINARAN,5172,Consumer Products & Services,Personal Goods,0.06,-14.3,3700.0,54.9
CLOUD,03001,Technology,Digital Services,0.005,0.0,0.0,4.16
SNTORIA,5213,Property,Property,0.01,0.0,0.0,6.23
ETH,03021,Consumer Products & Services,Consumer Services,0.18,0.0,0.0,55.3
KUCHAI,2186,Financial Services,Other Financials,0.655,0.8,458.0,81.05
HANDAL,7253,Energy,"Energy, Infrastructure, Equipment & Services",0.055,0.0,101.0,22.59
SGBHD,03033,Industrial Products & Services,Industrial Services,0.15,0.0,0.0,17.35
KGROUP,0036,Technology,Technology Equipment,0.2,33.3,117064.0,24.52
OMESTI,9008,Technology,Digital Services,0.145,0.0,1060.0,78.4
DGB,0152,Technology,Software,0.065,8.3,2376.0,16.53
TXCD,7145,Construction,Construction,0.1,5.3,2540.0,31.17
